Table S1. WOS abstracts associated with baijiu,,,,,,,,,,,,,,,,,
RowID,Authors,Article Title,Source Title,Source Title - Korean,Volume,Issue,Start Page,End Page,Article Number,DOI,Publication Year,Abstract,ISSN,eISSN,UT (Unique ID),Pubmed Id,
832,"Xu, Dan; Zhang, Huang; Xi, Jinzhong; Jin, Yamei; Chen, Yisheng; Guo, Lunan; Jin, Zhengyu; Xu, Xueming",Improving bread aroma using low-temperature sourdough fermentation,FOOD BIOSCIENCE,,37,,,,100704,10.1016/j.fbio.2020.100704,2020,"To improve the aroma of bread, two aroma-producing yeast isolates from the Chinese liquor starter culture called Daqu, Meyerozyma guilliermondii CGMCC 17606 and Pichia kudriavzevii CGMCC 17607, were combined with Lactobacillus sanfranciscensis DSM20451(T), were used for sourdough fermentation at 10, 20, and 30 degrees C. Volatile aroma compounds in bread crumb were extracted using headspace solid-phase micro-extraction and analyzed using gas chromatography-mass spectrometry and gas chromatography-olfactometry-mass spectrometry. The quality of the final bread was analyzed using sensory evaluation. Addition of sourdough fermented with mixed starters at 10 degrees C promoted bread aroma, showed increased sensorial qualities, and was preferred by panelists. Acetic acid, 1-octen-3-one, and dimethyl trisulfide, were the most aroma-active compounds in sourdough bread fermented with M. guilliermondii and L. sanfranciscensis, whereas those in sourdough bread fermented with P. kudriavzevii and L. sanfranciscensis were acetic acid, 1-octen-3-one, 2-methoxy-4-vinylphenol, 3-methylthiopropanal, furfural, and 1-(2-furanyl)-ethanone. Reducing the fermentation temperature to 10 degrees C increased the formation of these key volatiles, as well as other aroma-active compounds, such as 3-methyl-1-butanol, 3-methylbutanal, 2-methyl-1-propanol, 1-octen-3-ol, isogeraniol, benzaldehyde, benzene acetaldehyde, ethyl octanoate, ethyl decanoate, phenylethyl acetate, furfural, and 2-pentylfurane. The amount of furans, pyrazines, and volatiles converted from amino acids in bread crumb also increased with the protein hydrolyzation and amino acid formation in sourdough fermented at 10 degrees C.",2212-4292,2212-4306,WOS:000573273900002,,
833,Tian Yusi; Heng Xiaocheng; Zou Wei; Ye Guangbin,Isolation and identification of clostridia from the pit mud of Strong-flavor Baijiu and comparative study on butyric acid production,Food and Fermentation Industries,,45,23,60,65,0253-990X(2019)45:23<60:NXXBJJ>2.0.TX;2-J,,2019,"The purpose of this study was to classify 23 clostridia isolated from the pit mud of Strong-flavor Baijiu and compare their metabolites. The organisms were isolated from the pit mud of Strong-flavor Baijiu using anaerobic enrichment cultivation method. The taxonomy prediction was conducted based on 16S rDNA sequence comparison, and a phylogenetic tree was constructed. The microbes were fermented in liquid Robertson's Cooked Meat medium (RCM) anaerobically at 35 ¡æ for 5 days,and the volatilic metabolites were analyzed using solid phase microextraction- gas chromatography-mass spectrometry ( SPME-GC-MS). Twentythree Clostridium strains were isolated, they showed high similarities with 5 Clostridium species including: Clostridium beijerinckii group, C. butyricum, C. chromiireducens,C. tyrobutyricum,and C. guangxiense. The C. beijerinckii group related strains cannot be classified to species level based on their 16S rDNA sequences because this group had 6 similar species ( C. beijerinckii, C. diolis, C. puniceum, C. saccharobutylicum, and C. butyricum) with similarity of over 97% based on their 16S rDNA sequences. A total of 16 flavor compounds including of alcohols, esters, and acids were analyzed using gas chromatography- mass spectrometry ( GC-MS) analysis. The quantity of butyric acid was the highest among all. There were more Clostridium species found in pit mud of Strong-flavor Baijiu than we expected. In addition, the producing abilities of butyric acid varied significantly among these Clostridium species.",0253-990X,,CSCD:6634544,,
834,"Wang, Xueshan; Du, Hai; Xu, Yan",Source tracking of prokaryotic communities in fermented grain of Chinese strong-flavor liquor,INTERNATIONAL JOURNAL OF FOOD MICROBIOLOGY,,244,,27,35,,10.1016/j.ijfoodmicro.2016.12.018,2017,"The fermentation process of Chinese strong-flavor liquor involves numerous microbes originating from Daqu and pit mud. Daqu is the starter of fermentation, and pit mud acts as another source of inoculum of microbes in the liquor-making process. However, the contribution of microbes in pit mud and Daqu to fermented grain, and the sources of microbes in fermented grain are still waiting to be defined clearly. In this study, prokaryotic communities in fermented grain, pit mud and Daqu were identified via next generation sequencing of the V4 region of 16S rRNA gene. Principal-coordinate analysis indicated that Daqu had stronger influence on the prokaryotic communities in fermented grain at the prophase of fermentation, but pit mud influenced the fermented grain continuously during the whole fermentation process. Totally, 299 genera were detected in all fermented grain, pit mud and Daqu samples. Among them, 204 genera were detected in 3 days' fermented grain. Ten genera (Lactobacillus, Leuconostoc, Staphylococcus, Gluconobacter, Acetobacter, Petrimonas, Clostridium, Ruminococcus, Methanobacterium and Methanobrevibacter) were dominant, and accounted for 8431%-87.13% relative abundance of the total prokaryotic community in fermented grain. Venn analysis indicated Daqu was the main source of strict aerobes and facultative aerobes, which took up over 74% of prokaryotic communities in fermented grain. Conversely, pit mud was the sustained-release source of anaerobes, which accounted for over 14% of prokaryotic communities in fermented grain. In addition, part of anaerobes originated from both Daqu and pit mud. This study could help track the source of prokaryotic communities in fermented grain, and improve the quality and controllability in liquor production. (C) 2017 Elsevier B.V. All rights reserved.",0168-1605,1879-3460,WOS:000394403700004,28064120,
835,Cui Xiangxiang; Bai Feirong; Yu Xuejian; Bai Xiubin; Xu Ling; Yu Panpan; Yao Su,Aroma characteristics of Eurotium chevalieri CICC 41584 and its application in aroma Baijiu Daqu production,Food and Fermentation Industries,,45,21,60,67,0253-990X(2019)45:21<60:XWSNJC>2.0.TX;2-8,,2019,"Aroma-producing Eurotium chevalieri CICC 41584 isolated from Baijiu Daqu was applied in the production of aroma Baijiu Daqu in order to improve the flavor characteristics of Daqu. The volatile flavor compounds of liquid shaking flask fermentation medium and solid-state fermentation Daqu were analyzed by headspace solid phase microextraction-gas chromatography-mass spectrometry (HS-SPME-GC-MS)technology, combined with sensory threshold and relative odor activity value (ROAV). The results showed that the key flavor compounds (ROAV ¡Ý 1)of the liquid fermentation broth of Eurotium chevalieri CICC 41584 were l-octene-3-ol, linalool (linalol), decanal and citronellol, of which the ROAV of 1-octene-3-ol and linalool were 100 and 26.87, respectively, which contributed greatly to the overall flavor of the fermentation broth, presenting green grass or green tea flavor. l-octen-3-ol, linalool,3-methylbutyraldehyde, 4-ethylguaiacol, acetic acid, isovaleric acid were the key flavor substances in solid-state fermentation of daqu by CICC 41584,and the ROAV values were 100,19.83, 19.38,11.39, 6.88, 3.93, respectively,presenting the tea-flavor flavor dominated by 1-octene-3-ol and linalool. Eurotium chevalieri CICC 41584 can improve the flavor of Baijiu Daqu and has further application prospects.",0253-990X,,CSCD:6623346,,
836,Liu Maoke; Tang Yuming; Zhao Ke; Gu Yunfu; Ren Daoqun; Yao Wanchun; Tian Xinhui; Liu Ying; Zhang Xiaoping,"Recent advances in research on the community, isolation, and application of microbes in the pit mud used in manufacture of Chinese Strong-flavor Baijiu",Microbiology China,,44,5,1222,1229,0253-2654(2017)44:5<1222:NXXBJJ>2.0.TX;2-U,,2017,"Chinese Strong-flavor Baijiu (CSFB) is a traditional Chinese fermented beverage with sales accounting for more than 70% of total Baijiu consumption in China. CSFB is produced by fermentation of grains in cellars lined with pit mud (PM). This PM, fermented clay, contains large amounts of functional microbes, which are of great importance in determining the production of aromatic compounds in CSFB. Because of this key role, many researches have been conducted in recent years to study the effect of PM microbial mechanisms on the CSFB production. In the present paper, we introduced the recent advances in research on the diversity and succession of PM microbial community, the relationship between microbial community structure and PM quality, and the breeding and application of PM functional microbes. Then, the main associated issues were analyzed and the research prospects were put forward. Firstly, the comparative study on PM microbial community structure should be developed to illustrate the relation between microbial community structure and CSFB quality, and improve the PM quality appraisal system. Secondly, the isolation and improvement of functional strains should be enhanced, and the metabolic pathways and its influence mechanism of isolates should be demonstrated to promote the potential application of PM microbes. Finally, the detail affecting function of microbial agents used in the manufacture of artificial PM should be investigated. When the mechanisms of complex microbial agents were demonstrated in the aspects of microbial community structure and metabolism, quality control on the microbial agents could be promoted.",0253-2654,,CSCD:5991688,,
837,"Guan, Tongwei; Lin, Yijin; Chen, Kebao; Ou, Mengying; Zhang, Jiaxu",Physicochemical Factors Affecting Microbiota Dynamics During Traditional Solid-State Fermentation of Chinese Strong-Flavor Baijiu,FRONTIERS IN MICROBIOLOGY,,11,,,,2090,10.3389/fmicb.2020.02090,2020,"Spontaneous solid-state fermentation (SSF) of Chinese Baijiu involves diverse microbes from Daqu and pit mud (PM). Given that the transfer of interphase microflora during the fermentation is a continuous and dynamic process, longitudinal studies are essential to provide ecological insights into community stability and response to consecutive disturbances in the process. In this context, this study aimed to generate a comprehensive longitudinal characterization of the microbiota during the fermentation processes of Chinese strong-flavor Baijiu (CSFB) differing in cellar ages with consideration for potential relation to physicochemical variables. The microecology variations observed during the 6-years cellar SSF (SCSSF) and 30-years cellar SSF (TCSSF) processes reveal that fungal composition contributes to a larger extent than bacterial composition to such variations. Orders ofLactobacillales,Anaerolineales,Enterobacteriales,Bacillales,Eurotiales, andSaccharomycetalesdominated (average relative abundances >10%) the microbiota in both SCSSF and TCSSF processes but with a different percentage in the operational taxonomic unit (out) abundances. Compared with the SCSSF process, TCSSF possessed slower microbial succession rates, which were in accordance with the profile of physicochemical properties. From a network perspective, the microbial community structure observed in the TCSSF processes was more stable than that in the SCSSF. This may benefit from the milder physicochemical conditions of the TCSSF processes, especially the temperature, which is also more beneficial to the growth of some groups that have negative effects on fermentation, such asStaphylococcus,Pseudomonas, andAcinetobacter.",1664-302X,,WOS:000574349300001,33013762,
838,Zhao Yuefeng; Wang Xinlei; Hou Min; Fan Qian; Zheng Fuping; Huang Mingquan; Li Hehe; Zhang Fuyan; Zhang Yuhang,Study on Common Metal Ions and Their Migration Rules During Brewing in Base Baijiu of Sanpaijing Process,Journal of Food Science and Technology,,38,2,34,40,2095-6002(2020)38:2<34:SPJYJZ>2.0.TX;2-T,,2020,"In order to identify the common metal ions in the base Baijiu of Sanpaijing process (BBSP) and their migration rules during brewing, the traditional and mechanized productions of BBSP were studied by inductively coupled plasma mass spectrometry-combined with matrix matching and direct sampling. The wet digestion method was applied to determine the content change of common metals ions in traditional BBSP. The results showed that the content of metal ions in mechanized BBSP was lowest, which was about 7.95% -20.24% of that in the traditional BBSP. Whereas, among the three traditional BBSP,the content of total common metal ions in the ordinary one and extended -fermented one was higher than that in the middle-fractioned one. In the distillation process, very trace portion of the common metal ions was shifted from the fermented grains to the base Baijiu with a shifting rate of 0.007 0% -0.007 8% and most portion of the common metal ions remained in the vinasse during brewing due to their non-volatility.",2095-6002,,CSCD:6733939,,
839,"Wang, Juan; Ming, Yuezhang; Li, Youming; Huang, Mingquan; Luo, Siqi; Li, Huifeng; Li, Hehe; Wu, Jihong; Sun, Xiaotao; Luo, Xuelian",Characterization and comparative study of the key odorants in Caoyuanwang mild-flavor style Baijiu using gas chromatography-olfactometry and sensory approaches,FOOD CHEMISTRY,,347,,,,129028,10.1016/j.foodchem.2021.129028,2021,"Caoyuanwang Baijiu (CYW), a mild-flavor style Baijiu (MSB), is popular in northern China. However, there is a lack of studies reporting its aroma-active components. The aroma compounds of five CYW samples were analyzed using gas chromatography-olfactory-mass spectrometry coupled with aroma extraction dilution analysis. Fifty-five aroma-active compounds were identified in CYW, of which 27 had odor activity values >= 1. Reconstituted models successfully simulated the aroma profiles of CYW. The omission tests elucidated that beta-damascenone, dimethyl trisulfide, ethyl pentanoate, butanoic acid, ethyl acetate, 3-methylbutanal, ethyl lactate, hexanoic acid, gamma-nonalactone, 3-hydroxy-2-butanone, ethyl butanoate, 1-propanol, 4-(ethoxymethyl)-2-methoxyphenol, and vanillin were key odorants in CYW. The addition test confirmed the significant influence of dimethyl trisulfide on Chen-aroma note. Nine key odorants were identified as the differential quality-markers, and 85.71% key odorants were predicted using the partial least square regression (PLSR) analysis, indicating the applicability of PLSR in selecting the target compounds for omission tests.",0308-8146,1873-7072,WOS:000617924700014,33503572,
840,"Zhang, Hongxia; Wang, Li; Wang, Heyu; Yang, Fan; Chen, Liangqiang; Hao, Fei; Lv, Xibin; Du, Hai; Xu, Yan",Effects of initial temperature on microbial community succession rate and volatile flavors during Baijiu fermentation process,FOOD RESEARCH INTERNATIONAL,,141,,,,109887,10.1016/j.foodres.2020.109887,2021,"The importance of fermentation temperature has been highlighted as it correlates with biodiversity and microbial metabolism for a microbial community. In this study, microbial community succession and volatile flavors during sauce-flavor Baijiu fermentation at different initial temperatures (LT group: 28 +/- 2 degrees C and HT group: 37 +/- 2 degrees C) were investigated using Illumina Miseq sequencing and gas chromatography-mass spectrometry (GC-MS). First, we found that different initial temperatures had a significant effect on fermentation parameters (P < 0.001); specifically, a higher initial temperature increased the accumulation of acetic acid and decreased the production of ethanol. Second, the microbial communities were characterized by decreased alpha-diversity and increased beta-diversity (P < 0.05) during heap fermentation. A higher initial temperature accelerated the increase in Lactobacillus and led to a faster microbial succession rate. Lactobacillus could be used as microbial markers of microbial succession rate in sauce-flavor Baijiu fermentation. Next, we found that acetic acid drove microbial succession under a higher fermentation temperature. Molecular ecological network analysis showed that different fermentation temperatures affected microbial interactions. The higher temperature enhanced microbial interactions of Lactobacillus. In addition, 50 volatile flavors were identified in the fermented grains. High temperature increased the content of total acid and reduced total esters, and Lactobacillus and Saccharomyces were the important microbiota related to different flavor compounds between the two groups. Collectively, altering the initial temperature led to differences in microbial succession rates and volatile flavors in the sauce-flavor Baijiu fermentation process. Therefore, these results are valuable for exploring quality control and management strategies in the spontaneous fermentation process.",0963-9969,1873-7145,WOS:000623222800013,33641943,
841,"Liu, Yan; Siebel, Wolfgang; Theye, Thomas; Massonne, Hans-Joachim","Isotopic and structural constraints on the late Miocene to Pliocene evolution of the Namche Barwa area, eastern Himalayan syntaxis, SE Tibet",GONDWANA RESEARCH,,19,4,894,909,,10.1016/j.gr.2010.11.005,2011,"Within the Namche Barwa area, SE Tibet, the Indus-Yarlung suture zone separates the Lhasa terrain in the north from the Himalayan unit including the Tethyan (sedimentary and volcanic rocks), Dongjiu (greenschist to lower amphibolite facies), Namche Barwa (granulite facies), Pei (amphibolite facies) and Laiguo (greenschist facies) sequences in the south. Two fault systems were distinguished in the Namche Barwa area. The former includes a top-down-to-the-north normal fault in the north and two top-to-the-south thrust zones in the south named as Upper and Lower Thrusts, respectively. The Namche Barwa and Pei sequences were exhumed southwards from beneath the Dongjiu sequence by these faults. Thus, the fault system is regarded as a southward extrusion structure. Subsequently, the exposed Dongjiu, Namche Barwa, Pei and Laiguo sequences were displaced northwards onto the Lhasa terrain by the top-to-the-north fault system, thus, marking it as northward indentation structure. Monazite TIMS U-Pb dating demonstrates that the normal fault and the Lower Thrust from the southward extrusion system were probably active at similar to 6 Ma and similar to 10 Ma, respectively. Zircon U-Pb SHRIMP and phlogopite K-Ar ages further suggest that the Upper Thrust was active between 62 +/- 0.2 Ma and 5.5 +/- 0.2 Ma. The northward indentation structures within the core portion of the eastem Himalayan syntaxis were perhaps active between 3.0 Ma and 1.5 Ma, as inferred by published zircon U-Pb SHRIMP and hornblende Ar-Ar ages. The monazite from upper portions of the Pei sequence dated by U-Pb TIMS indicates that the precursor sediments of this sequence were derived from Proterozoic source regions. Nd isotopic data further suggest that all the metamorphic rocks within eastern Himalaya (epsilon Nd = -13 to -19) correlate closely with those from the Greater Himalayan Sequences, whereas the western Himalayan syntaxis is mainly comprised of Lesser Himalayan Sequences. The two indented corners of the Himalaya are, thus, different. (C) 2010 International Association for Gondwana Research. Published by Elsevier B.V. All rights reserved.",1342-937X,1878-0571,WOS:000290508400005,,
842,Zhao Jinsong; Zheng Jia; Wu Chongde; Shi Bi; Zhou Rongqing,Study of microbial community structure of sauce-flavor Daqu based on PLFA technology,Chinese Journal of Applied and Environmental Biology,,20,4,558,563,1006-687X(2014)20:4<558:JYLZZF>2.0.TX;2-8,,2014,"This study aimed to understand the effect of the processing environment and the highest temperature on the structure of microbial communities in Daqu liquors. The different characteristics of four different kinds of sauce-flavor Daqu liquors were investigated, including brewing characteristic parameters, microbial community structure and the composition of the volatile components. The four Daqu samples used in this study were obtained from four different liquor factories. The name of Daqu are as follows: Luzhou Daqu (LZ), Guotai Daqu (GT), Langjiu Daqu (LJ) and Xiantan Daqu (XT). A total of 16 PLFAs were detected from 4 Daqu samples, with the order of the total amount of PLFAs as LZ > GT > LJ > XT. The microflora of sauce-flavor Daqu was composed of fungi, Gram~+ bacteria, and Gram~- bacteria, with fungi as the predominant microorganisms. Moreover, samples with similar maximum temperature clustered as a group in cluster analysis. In summary, the characteristic parameters of brewing displayed a positive correction with the biomass; the composition of volatile compounds depended on the biomass of Gram~+ bacteria.",1006-687X,,CSCD:5234910,,
843,Zhou Xian; Wang Changlu; Zhang Min; Chen Mianhua; Guo Kunliang; Ji Keliang,Study on Activity of Antioxidant of Monascus  from Maotai Red Koji,Biotechnology Bulletin,,,1,82,84,1002-5464(2006)1<82:MTJDQZ>2.0.TX;2-D,,2006,"The isolation of monascus £¨MWG-106,MWGS-98£© from Maotai red koji embarked before and after by Shenzhou-5 manned spacecraft was focused on this paper, To investigate and compare the antioxidant, hydroxyl free radical £¨OH£© were measured by the procedures of phenanthrolene-Fe^2£« oxidation and the activity of total lipid antioxidant were determined by spectrophotometric analysis, The results showed that there was significant effects of substances which were extracted from the monascus £¨P¡´0.01£©. The antioxidant activity of the monascus embarked by Shenzhou-5 manned spacecraft was bette£¨P¡´0, 05£©r than the monascus which wre not embarked, The antioxidant activity of acid component was better£¨P¡´0.05£© than nature component,",1002-5464,,CSCD:2660984,,
844,"Fan, Yao; Zhang, Lei; Jia, Junjie; Chen, Hengye; Fu, Haiyan; She, Yuanbin",Development of a triple channel colorimetric paper sensor array based on quantum dots: A robust tool for process monitoring and quality control of basic liquors of Baijiu,SENSORS AND ACTUATORS B-CHEMICAL,,319,,,,128260,10.1016/j.snb.2020.128260,2020,,,0925-4005,WOS:000539983300012,,
845,"Chai, Li-Juan; Lu, Zhen-Ming; Zhang, Xiao-Juan; Ma, Jian; Xu, Peng-Xiang; Qian, Wei; Xiao, Chen; Wang, Song-Tao; Shen, Cai-Hong; Shi, Jin-Song; Xu, Zheng-Hong",Zooming in on Butyrate-Producing Clostridial Consortia in the Fermented Grains of Baijiu via Gene Sequence-Guided Microbial Isolation,FRONTIERS IN MICROBIOLOGY,,10,,,,1397,10.3389/fmicb.2019.01397,2019,"Butyrate, one of the key aroma compounds in Luzhou-flavor baijiu, is synthesized through two alternative pathways: butyrate kinase (buk) and butyryl-CoA: acetate CoA-transferase (but). A lack of knowledge of butyrate-producing microorganisms hinders our ability to understand the flavor formation mechanism of baijiu. Here, temporal dynamics of microbial metabolic profiling in fermented grains (FG) was explored via PICRUSt based on 16S rRNA gene sequences. We found Bacilli and Bacteroidia were the major potential butyrate producers in buk pathway at the beginning of fermentation, while later Clostridia dominated the two pathways. Clone library analysis also revealed that Clostridia (similar to 73% OTUs) was predominant in buk pathway throughout fermentation, followed by Bacilli and Bacteroidia, and but pathway was merely possessed by Clostridia. Afterward, Clostridia-specific 16S rRNA gene sequencing demonstrated Clostridium might be the major butyrate-producing genus in two pathways, which was subsequently evaluated using culture approach. Seventeen Clostridium species were isolated from FG based on 16S rRNA gene sequence-guided medium prediction method. Profiles of short-chain fatty acids and but and buk genes in these species demonstrated phylogenetic and functional diversities of butyrate-producing Clostridium in FG. These findings add to illustrate the diversity of potential butyrate producers during brewing and provide a workflow for targeting functional microbes in complex microbial community.",1664-302X,,WOS:000472466800001,31316481,
846,Chen Lu; Shi Dongmei; He Hongkui; Lu Wei; Han Xinglin; Sun Jinyuan,Changes in Some Volatile Bioactive Ingredients of Fermented Grains of Chinese Baijiu during Distillation,Food Science,,41,24,137,143,1002-6630(2020)41:24<137:JPZLGC>2.0.TX;2-H,,2020,"In this paper, by using two different pretreatment methods, solid-phase microextraction(SPME)and vortexassisted liquid-liquid microextraction(VA-LLME), we studied changes in volatile bioactive ingredients of fermented grains of Gujinggong Baijiu during distillation.It was found that VA-LLME was more suitable for this study.Among the volatile bioactive constituents detected using VA-LLME, the contents of pyrazines and most phenols in distillation fractions increased with the extension of distillation time, the content of ethyl linoleate decreased, while the contents of dimethyltrisulfide and 3,5-di-tert-butyl-4-hydroxybenzaldehyde did not change significantly during the distillation process.The experimental results showed that some volatile bioactive ingredients can be generated by chemical reactions that occur during distillation, and the distillation pattern of compounds is related to their structures.",1002-6630,,CSCD:6882355,,
847,"Fan, Guangsen; Du, Yihua; Fu, Zhilei; Chen, Min; Wang, Zhou; Liu, Pengxiao; Li, Xiuting","Characterisation of physicochemical properties, flavour components and microbial community in Chinese Guojing roasted sesame-like flavour Daqu",JOURNAL OF THE INSTITUTE OF BREWING,,126,1,105,115,,10.1002/jib.583,2020,"Daqu is a saccharifying and fermentation agent for Baijiu production. It provides ingredients, flavours or flavour precursors, microorganisms and enzymes that influence Baijiu quality and character. Here, a systematic investigation was performed on the physicochemical properties, volatile flavour compounds and microbial community structures of Chinese Guojing roasted sesame-like flavour Daqu. The results show that the Daqu exhibited high saccharifying ability, but low liquefying and fermenting ability. Analysis by headspace solid-phase microextraction gas chromatography-mass spectrometry showed that the Daqu and a simulated solid-state fermentation sample contained 28 and 49 volatile components, including alcohols, esters, aldehydes, benzodiazepines, alkenes and nitrogen containing compounds. The main volatiles were aldehydes, esters and alcohols in Daqu, while the esters, alcohols and phenols were relatively higher in the solid-state fermentation sample. With the microbial flora, Bacillus, Actinobacteria_norank, Thermoactinomyces, Enterobacteriaceae_norank, Enterobacter, Actinopolyspora, Kroppenstedtia, Pseudomonas and Sphingobium were the main prokaryotic microorganisms. The dominant fungi were Thermomucor, Trichocomaceae_Incertae Sedis, Absidia, Eurotiomycetes_Incertae Sedis, Mucoraies_Incertae Sedis and Eurotiales_ Incertae Sedis. By systematically characterising the physicochemical properties, flavour compounds and microorganisms in Daqu, this study increases the understanding of Daqu and provides information for improvements in Baijiu production and quality. (C) 2019 The Institute of Brewing & Distilling",0046-9750,2050-0416,WOS:000512358200013,,
848,Qian Wei; Lu Zhenming; Chai Lijuan; Zhang Xiaojuan; Li Qi; Wang Songtao; Shen Caihong; Shi Jinsong; Xu Zhenghong,Differences in the lactic acid bacterial community structure between jiupei and pit mud during the fermentation of Luzhou-flavour baijiu,Chinese Journal of Applied and Environmental Biology,,26,4,760,765,1006-687X(2020)26:4<760:LXJJPY>2.0.TX;2-K,,2020,"The lactic acid bacteria (LAB) inhabiting cellars can play a key role in the fermentation process of the Luzhou-flavor baijiu. For a comprehensive understanding of LAB communities in the fermentation ecosystem on a species level, this work aimed to study the structure, succession, and phenotype of LAB communities between jiupei and pit mud using high-throughput sequencing and BugBase. Results showed that the relative abundance of LAB during fermentation in jiupei and pit mud were 65.21% 29.47% and 4.06% 4.24%, respectively. The taxa of LAB detected in the cellar included 155 genera and 6 families, in which Lactobacillus and Weissella dominated in jiupei in the first 3 days and accounted for 44.01% and 27.33% of the LAB abundance, respectively. In addition, the abundance of Lactobacillus was above 91.06% in jiupei and 95.67% 9.17% in the pit mud. The optical transport network (OTU0) and OTU3, affiliated with Lactobacilli, were the dominant LAB species in the cellar, with the total abundance of 76.08% 29.21%. During the early stages (0-5 days) of jiupei, the abundance of aerobic LAB was significantly higher than that of later jiupei and pit mud samples (P < 0.01), while the abundance of facultative anaerobic LAB in the pit mud was higher relative to the jiupei samples. In summary, spatial and temporal heterogeneity is present in the LAB community in the baijiu fermentation cellar due to the differences in environmental factors between jiupei and pit mud, where both could contribute to the Luzhou-flavor baijiu.",1006-687X,,CSCD:6803962,,
849,Ma Decao; You Ling; Li Aihua; Mu Han; Tao Yongsheng,Rapid screen of wild yeast with high beta-glucosidase activity and evaluation of its glycosidase in winemaking,Journal of Northwest A & F University. Natural Science Edition,,46,1,129,135,1671-9387(2018)46:1<129:GCPTTG>2.0.TX;2-K,,2018,"¡¾Objective¡¿ This study established a semi-quantitative colorimetric method to screen high beta-glucosidase activity wild yeasts rapidly and the fermented adaptability of beta-glucosidase of the glycosidase extract were analyzed to provide reference for its application in winemaking.¡¾Method¡¿ A total of 133 wild yeasts strains from Chinese liquor brewing cellar of Yibin were selected.Based on the dark brown appearance for the reaction of Fe~(3+) and esculin hydrolysate hydrolyzed by beta-glucosidase,a semi-quantitative colorimetric method was established to rapidly screen wild yeast strains with high beta-glucosidase activity according to the color level in 96-well plates with esculin medium.The adaptability of beta-glucosidase of the selected yeasts in winemaking environment was also studied.¡¾Result¡¿ Nineteen yeast strains with different dark degrees on esculin medium were selected initially from 133 strains.H5Y1 and Z9Y3 yeasts were selected secondly due to their high beta-glucosidase.These two strains were identified as Pichia fermentans by the sequence comparison of 26S rDNA D1/D2 domain,and the beta-glucosidase activities of glycosidase extracts from the two strains were 39.71 mU/mL and 37.80 mU/mL,respectively.The beta-glucosidases activity could maintain more than 51.1% of the original enzyme activity when the glycosidase extracts were kept at 20 ¡æ for 72 h,and maintain more than 90.0% of the original enzyme activity after being kept at pH=3 for 12 h.Besides,the beta-glucosidases activity could maintain more than 84.0% and 90.0% of the original enzyme activity under 2 different conditions of glucose concentrations (100-200 g/L) and alcohol degrees (5%-15%,V/V),respectively.¡¾Conclusion¡¿ The beta-glucosidases of two selected stains (H5Y1 and Z9Y3) had good adaptation to the wine-making environment.",1671-9387,,CSCD:6153404,,
850,"Zhang, Qianying; Luo, Wen; Yuan, Yuju; Liao, Zuomin; Zeng, Liyun; Zhang, Wenxue",Characterization of the Microbial Community in a Caproic Acid-producing Bacterial Consortium (CAPBC) and Optimization of a Fermentative Medium by Taguchi Design,FOOD SCIENCE AND TECHNOLOGY RESEARCH,,23,5,651,660,,10.3136/fstr.23.651,2017,"The caproic acid-producing bacterial consortium (CAPBC) J(30), isolated from Chinese Luzhou-flavored liquor distillery's pit mud, produces caproic acid as a metabolite. Constructed a 16S rDNA gene clone library and analyzed amplified ribosomal DNA restriction analysis, Clostridium genus was found predominating in CAPBC J(30) and C. kluyveri was the chief contributor to its caproic acid-producing ability Then based on the Daqu extraction medium, effects of different carbon sources, nitrogen sources and growth factors on the caproic acid-producing ability were investigated, among which six key factors were chosen and optimized by Taguchi design. The estimated optimal medium was the Daqu extraction medium added 10 g.l(-1)lsodium acetate, ethanol 15 ml.l(-1), liquor tailing 15 mg.l(-1), urea 3 g.l(-1), yellow mud extraction 1 ml.l(-1), and (NH4)(2)SO4 0.5 g.l(-1). After cultivated in this optimized medium for 15 days at 37 degrees C, the caproic acid yield was up to 5024.11 mg.l(-1). This optimal medium will help to produce high caproic acid of CAPBC J(30) to circumvent bottlenecks encountered in the high effective and adaptable ingredients in the field of Chinses Luzhou-flavored liquor manufacture.",1344-6606,1881-3984,WOS:000412791000003,,
